"","Q26","Q5Post","Q3FUS_Yes","Q3FUS_No","Q3Post","sp43fatheduc","sp44motheduc","sq39jobl","sp61pay","sq41preparealll","sp54homesup","sp47mpersonparent","sp41weak","sqr25grade","sqr29confident","sq48gradel","switcher_group","is_switcher","fath_educ","moth_educ","work","class","pay","sum_ses","low_ses","weak","end_grad","ability","sum_belief","no_belief","homesupp","parent_belief","sum_home","no_home_supp"
"92","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Strongly disagree",25.5,"Strongly","Very much","Strongly disagree",4,"Strongly agree",3.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"93","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","No","Four years of college","Graduate school",0,"Slightly agree",13,"Strongly","4","Slightly disagree",4,"Slightly agree",3,8,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"94","Yes","Yes","Yes"," ","Yes","Did not finish high school","Did not finish high school",0,"Strongly agree",25.5,"Strongly","3","Slightly agree",3,"Agree",3,12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"95","Yes","Yes","Yes"," ","Yes","Four years of college","Graduate school",0,"Agree",18,"Strongly","4","Agree",3,"Agree",3,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"96","Yes",""," "," ","Yes","Graduate school","Four years of college",0,"Slightly disagree",8,"Very strongly","4","Slightly disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"97","Dont know/ Not sure/ N/A","No"," "," ","Yes","Graduate school","Four years of college",0,"Agree",25.5,"Strongly","Very much","Slightly agree",4,"Strongly agree",4,20,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"98","Yes","Yes"," "," ","Yes","Did not finish high school","Some college",0,"Strongly disagree",3,"Strongly","Very much","Slightly agree",3,"Agree",3,16,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"99","Yes","Yes"," "," ","Yes","Some college","Four years of college",13,"Strongly agree",18,"Strongly","4","Disagree",4,"Agree",3.33,16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"100","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Disagree",18,"Strongly","Very much","Slightly agree",3,"Slightly agree",2.33,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"101","Yes","Yes"," "," ","Yes","Did not finish high school","Graduate school",0,"Agree",35,"Very strongly","4","Slightly disagree",4,"Strongly agree",4,16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"102","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Slightly agree",35,"Very strongly","3","Disagree",4,"Slightly agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"103","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Slightly disagree",13,"Strongly","Very much","Disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"104","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Agree",13,"Strongly","3","Slightly disagree",3,"Slightly disagree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"105","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",0,"Slightly agree",25.5,"Somewhat","Very much","Slightly agree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"106","Yes","Yes"," "," ","Yes","Four years of college","High school",8,"Slightly disagree",18,"Somewhat","2","Agree",4,"Agree",4.33,16,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"107","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","Four years of college","Four years of college",13,"Agree",13,"Strongly","Very much","Disagree",4,"Strongly agree",4.33,20,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"108","Yes",""," ","No","Yes","Four years of college","Four years of college",0,"Disagree",13,"Very strongly","3","Disagree",2,"Agree",2.33,1,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"109","Yes","Yes"," "," ","Yes","Four years of college","Graduate school",18,"Slightly agree",13,"Very strongly","Very much","Slightly agree",3,"Agree",3,16,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"110","Yes","Yes"," "," ","Yes","Some college","High school",0,"Slightly agree",8,"Somewhat","","Agree",4,"Strongly agree",4.33,16,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,TRUE,2,TRUE
"111","Yes","Dont know/ Not sure/ N/A"," "," ","Dont know/ Not sure/ N/A","Graduate school","Four years of college",0,"Slightly disagree",13,"Strongly","3","Disagree",1,"Slightly agree",1,17,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"112","Yes","Yes","Yes"," ","Yes","Four years of college","Four years of college",0,"Agree",18,"Very strongly","3","Agree",4,"Agree",4,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"113","Yes","Yes"," "," ","Yes","High school","Did not finish high school",8,"Agree",35,"Somewhat","Very much","Slightly agree",3,"Agree",4,16,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"114","Yes","Yes"," "," ","Yes","Some college","Some college",0,"Disagree",8,"Strongly","3","Agree",4,"Slightly agree",3.67,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"115","Yes","Yes","Yes"," ","Yes","Did not finish high school","Did not finish high school",8,"Agree",18,"Somewhat","Very much","Slightly agree",3,"Agree",3,12,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"116","Yes","Yes"," "," ","Yes","Some college","Four years of college",0,"Agree",18,"Somewhat","3","Slightly agree",3,"Slightly disagree",3,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,TRUE,3,TRUE,TRUE,FALSE,1,TRUE
"117","Yes","Yes","Yes"," ","Yes","Four years of college","Four years of college",0,"Disagree",25.5,"Very strongly","Very much","Agree",2,"Agree",2,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"118","Yes","Yes"," "," ","Yes","High school","Some college",25.5,"Disagree",8,"Strongly","Very much","Disagree",2,"Slightly agree",2,16,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,3,TRUE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"119","Yes","Yes"," "," ","Yes","High school","Four years of college",0,"Slightly agree",25.5,"Strongly","4","Slightly disagree",3,"Agree",3.33,16,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"120","Yes","Yes"," "," ","Yes","Some college","High school",8,"Agree",18,"Somewhat","3","Disagree",4,"Agree",4,16,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"121","Yes","","Yes"," ","Yes","Did not finish high school","Did not finish high school",25.5,"Strongly disagree",25.5,"Very strongly","Very much","Strongly disagree",3,"Strongly agree",2,12,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"122","Dont know/ Not sure/ N/A","No"," ","No","Dont know/ Not sure/ N/A","Four years of college","Graduate school",25.5,"Agree",8,"Very strongly","Very much","Strongly disagree",4,"Strongly agree",4,2,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"123","Yes","Yes","Yes"," ","Yes","High school","Four years of college",0,"Slightly agree",18,"Somewhat","4","Slightly disagree",4,"Agree",3,12,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"124","Yes","Yes"," "," ","Yes","High school","Some college",35,"Agree",13,"Somewhat","2","Slightly agree",4,"Agree",4,16,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"125","Yes",""," "," ","Yes","High school","High school",25.5,"Slightly agree",25.5,"Somewhat","1","Strongly disagree",3,"Slightly agree",1,16,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,4,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,TRUE,2,TRUE
"126","Yes","Yes"," "," ","Yes","Some college","Some college",25.5,"Strongly disagree",3,"Somewhat","Very much","Disagree",3,"Slightly agree",1,16,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"127","Yes","Yes","Yes"," ","Yes","Graduate school","Graduate school",35,"Disagree",18,"Very strongly","3","Slightly disagree",4,"Agree",4,12,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"128","Yes","Yes","Yes"," ","Yes","Four years of college","Four years of college",25.5,"Slightly agree",18,"Somewhat","Very much","Strongly disagree",4,"Strongly agree",4,12,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"129","Yes","Yes"," "," ","Yes","Four years of college","Graduate school",25.5,"Strongly disagree",25.5,"Somewhat","Very much","Strongly disagree",3,"Agree",3,16,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"130","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",18,"Strongly agree",3,"Somewhat","4","Slightly disagree",2,"Agree",1.33,16,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,FALSE,0,FALSE,TRUE,FALSE,1,TRUE
"131","Yes","Dont know/ Not sure/ N/A"," "," ","Yes","Four years of college","Four years of college",0,"Slightly agree",3,"Very strongly","Very much","Slightly disagree",4,"Slightly agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"132","Dont know/ Not sure/ N/A","No"," "," ","Dont know/ Not sure/ N/A","High school","High school",0,"Strongly agree",13,"Somewhat","4","Slightly agree",4,"Slightly agree",3,22,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"133","Dont know/ Not sure/ N/A","Yes"," "," ","Yes","Some college","Graduate school",0,"Agree",13,"Strongly","4","Slightly agree",3,"Slightly agree",2.67,20,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"134","Yes","Dont know/ Not sure/ N/A"," "," ","Dont know/ Not sure/ N/A","Graduate school","Graduate school",0,"Slightly agree",13,"Somewhat","3","Slightly agree",2,"Agree",1.67,17,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"135","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Agree",8,"Very strongly","Very much","Disagree",4,"Agree",3,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"136","Dont know/ Not sure/ N/A","No"," ","No","No","Graduate school","High school",0,"Agree",18,"Strongly","4","Agree",4,"Slightly agree",4,2,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"137","Yes","Yes","Yes"," ","Yes","Some college","Some college",0,"Agree",13,"Somewhat","Very much","Disagree",3,"Slightly agree",2.67,12,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"138","Yes","Yes","Yes"," ","Yes","Some college","Some college",0,"Strongly agree",3,"Somewhat","4","Slightly agree",3,"Agree",4,12,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"139","Yes","Yes","Yes"," ","Yes","Four years of college","Four years of college",0,"Agree",18,"Very strongly","Very much","Disagree",2,"Slightly disagree",2,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,0,FALSE
"140","Yes","Yes","Yes"," ","Yes","Some college","Some college",0,"Slightly disagree",18,"Strongly","4","Slightly disagree",3,"Slightly agree",3.33,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"141","Yes","Yes"," ","No","Yes","Graduate school","Graduate school",0,"Disagree",25.5,"Very strongly","Very much","Agree",4,"Agree",4,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"142","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," ","No","No","Four years of college","Four years of college",0,"Strongly disagree",8,"Very strongly","4","Agree",1,"Disagree",1.67,2,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"143","Yes","Yes","Yes"," ","Yes","High school","Some college",13,"Agree",13,"Very strongly","Very much","Strongly disagree",3,"Agree",1.67,12,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,4,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"144","Yes","Yes","Yes"," ","Yes","Did not finish high school","High school",0,"Slightly agree",13,"Not at all","Very much","Slightly agree",3,"Slightly disagree",1.67,12,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,FALSE,1,TRUE
"145","Yes","No"," ","No","No","Some college","Some college",8,"Slightly disagree",25.5,"Very strongly","4","Disagree",4,"Agree",3,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"146","Yes","Yes"," "," ","Yes","Four years of college","Some college",0,"Agree",8,"Very strongly","1","Strongly disagree",2,"Agree",1.67,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,1,TRUE
"147","Yes","Yes"," "," ","Yes","Some college","Some college",0,"Agree",25.5,"Somewhat","2","Disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"148","Yes","Yes","Yes"," ","Yes","Four years of college","Some college",0,"Strongly agree",35,"Very strongly","4","Slightly disagree",2,"Agree",2.67,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,FALSE,0,FALSE
"149","Yes","Yes","Yes"," ","Yes","Graduate school","Some college",0,"Strongly disagree",8,"Somewhat","Very much","Agree",0,"Slightly disagree",0,12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,TRUE,2,TRUE,TRUE,FALSE,1,TRUE
"150","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",35,"Agree",8,"Strongly","Very much","Disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"152","Yes","Dont know/ Not sure/ N/A"," "," ","Yes","Did not finish high school","Did not finish high school",25.5,"Strongly agree",25.5,"Very strongly","1","Slightly disagree",3,"Slightly disagree",4,16,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,4,TRUE,FALSE,TRUE,TRUE,2,TRUE,FALSE,TRUE,1,TRUE
"153","Yes","Yes"," "," ","Yes","High school","Four years of college",8,"Slightly disagree",18,"Very strongly","3","Slightly agree",4,"Agree",4,16,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"154","Yes","Yes"," "," ","Yes","Some college","High school",0,"Disagree",3,"Very strongly","3","Strongly disagree",4,"Strongly agree",3,16,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"155","Dont know/ Not sure/ N/A","Yes"," ","No","Dont know/ Not sure/ N/A","Four years of college","Some college",0,"Slightly agree",13,"Strongly","Very much","Slightly disagree",3,"Agree",2.33,2,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"156","Yes","Yes"," "," ","Yes","Some college","Graduate school",0,"Agree",13,"Very strongly","Very much","Strongly disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"157","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A","Yes"," ","Yes","Four years of college","Four years of college",0,"Disagree",25.5,"Very strongly","4","Slightly agree",4,"Agree",4,13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"158","Dont know/ Not sure/ N/A","Yes"," "," ","Dont know/ Not sure/ N/A","High school","Some college",8,"Strongly agree",35,"Somewhat","Very much","Slightly agree",4,"Slightly agree",4,7,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"159","Dont know/ Not sure/ N/A","No"," ","No","Yes","Graduate school","Graduate school",13,"Slightly agree",25.5,"Very strongly","4","Strongly disagree",4,"Slightly agree",3.67,2,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"160","Dont know/ Not sure/ N/A","No"," "," ","Dont know/ Not sure/ N/A","Four years of college","Four years of college",0,"Strongly disagree",18,"Very strongly","4","Slightly agree",3,"Slightly disagree",4,22,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,0,FALSE
"161","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," ","No","Dont know/ Not sure/ N/A","Four years of college","Graduate school",3,"Slightly agree",18,"Very strongly","Very much","Disagree",4,"Agree",4,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"162","Dont know/ Not sure/ N/A","No"," "," ","Dont know/ Not sure/ N/A","Did not finish high school","Did not finish high school",8,"Slightly agree",18,"Very strongly","3","Slightly disagree",2,"Strongly disagree",2.67,22,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,0,FALSE
"163","Yes","No"," ","No","No","Some college","Some college",8,"Slightly agree",13,"Somewhat","Very much","Slightly agree",4,"Slightly agree",3.33,1,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"164","Yes","Yes"," "," ","Yes","Graduate school","Graduate school",0,"Slightly disagree",25.5,"Very strongly","4","Disagree",4,"Agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"165","Yes","Yes"," "," ","Yes","Four years of college","Four years of college",0,"Slightly agree",25.5,"Strongly","3","Agree",3,"Slightly agree",4,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"166","Yes","Yes"," "," ","Yes","Four years of college","Graduate school",8,"Disagree",25.5,"Strongly","4","Slightly disagree",4,"Slightly disagree",3,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"167","Dont know/ Not sure/ N/A","Yes"," "," ","Dont know/ Not sure/ N/A","Four years of college","Four years of college",3,"Slightly disagree",18,"Very strongly","2","Disagree",4,"Agree",4,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"168","Yes","Yes"," "," ","Yes","Some college","Four years of college",0,"Slightly disagree",25.5,"Somewhat","4","Disagree",4,"Agree",3.67,16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"169","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","No","High school","High school",0,"Agree",35,"Somewhat","3","Slightly agree",3,"Agree",3,8,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,3,TRUE,TRUE,TRUE,FALSE,2,TRUE,TRUE,FALSE,1,TRUE
"170","Yes","Yes"," "," ","Yes","High school","High school",3,"Agree",8,"Very strongly","1","Slightly disagree",4,"Strongly agree",3.67,16,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,4,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,1,TRUE
"171","Dont know/ Not sure/ N/A","Dont know/ Not sure/ N/A"," "," ","Dont know/ Not sure/ N/A","Graduate school","Four years of college",0,"Strongly disagree",18,"Very strongly","4","Disagree",4,"Agree",2.67,21,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"172","Dont know/ Not sure/ N/A","Yes"," "," ","No","Four years of college","Four years of college",3,"Slightly disagree",13,"Very strongly","Very much","Slightly agree",1,"Strongly disagree",1,8,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,0,FALSE
"173","Yes","Yes"," "," ","Yes","Four years of college","Some college",0,"Disagree",8,"Very strongly","3","Disagree",3,"Agree",3,16,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"174","Yes","Yes"," "," ","Yes","Four years of college","Graduate school",18,"Strongly agree",35,"Very strongly","Very much","Strongly disagree",4,"Strongly agree",4,16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"175","Yes","Yes"," "," ","Yes","Some college","Some college",3,"Slightly agree",13,"Strongly","4","Slightly disagree",4,"Agree",3.67,16,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"176","Yes","Yes"," "," ","Yes","Graduate school","Four years of college",0,"Agree",18,"Strongly","3","Agree",3,"Slightly disagree",1.33,16,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,TRUE,TRUE,3,TRUE,FALSE,FALSE,0,FALSE
"177","Yes","Yes","Yes"," ","Yes","Some college","Some college",0,"Strongly disagree",25.5,"Very strongly","Very much","Disagree",4,"Strongly agree",4,12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"178","Yes","Yes"," "," ","Yes","High school","Four years of college",35,"Slightly agree",18,"Not at all","2","Slightly agree",3,"Slightly disagree",3,16,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,3,TRUE,TRUE,TRUE,TRUE,3,TRUE,TRUE,FALSE,1,TRUE
"179","Yes","Yes","Yes"," ","Yes","Four years of college","High school",18,"Slightly disagree",25.5,"Very strongly","4","Agree",4,"Agree",4,12,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2,FALSE,TRUE,TRUE,FALSE,2,TRUE,FALSE,FALSE,0,FALSE
"180","Yes","Yes","Yes"," ","Yes","Did not finish high school","High school",35,"Agree",18,"Very strongly","Very much","Disagree",4,"Agree",4,12,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,4,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE,0,FALSE
"181","Dont know/ Not sure/ N/A","Yes"," ","No","Yes","Some college","High school",13,"Strongly disagree",13,"Somewhat","Very much","Agree",2,"Slightly agree",1,2,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,3,TRUE,TRUE,FALSE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
"182","Yes",""," "," ","Yes","High school","Did not finish high school",25.5,"Strongly agree",13,"Not at all","4","Disagree",4,"Strongly agree",4,16,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,5,TRUE,FALSE,TRUE,FALSE,1,FALSE,TRUE,FALSE,1,TRUE
